BCI3_Flow Step 4 Mean,BCI3_Flow Step 4 Max,BCI3_Flow Step 4 Min,BCI3_Flow Step 4 STD,BCI3_Flow Step 5 Mean,BCI3_Flow Step 5 Max,BCI3_Flow Step 5 Min,BCI3_Flow Step 5 STD,CI2_Flow Step 4 Mean,CI2_Flow Step 4 Max,CI2_Flow Step 4 Min,CI2_Flow Step 4 STD,CI2_Flow Step 5 Mean,CI2_Flow Step 5 Max,CI2_Flow Step 5 Min,CI2_Flow Step 5 STD,RF_Btm_Pwr Step 4 Mean,RF_Btm_Pwr Step 4 Max,RF_Btm_Pwr Step 4 Min,RF_Btm_Pwr Step 4 STD,RF_Btm_Pwr Step 5 Mean,RF_Btm_Pwr Step 5 Max,RF_Btm_Pwr Step 5 Min,RF_Btm_Pwr Step 5 STD,RF_Btm_Rfl_Pwr Step 4 Mean,RF_Btm_Rfl_Pwr Step 4 Max,RF_Btm_Rfl_Pwr Step 4 Min,RF_Btm_Rfl_Pwr Step 4 STD,RF_Btm_Rfl_Pwr Step 5 Mean,RF_Btm_Rfl_Pwr Step 5 Max,RF_Btm_Rfl_Pwr Step 5 Min,RF_Btm_Rfl_Pwr Step 5 STD,Endpt_A Step 4 Mean,Endpt_A Step 4 Max,Endpt_A Step 4 Min,Endpt_A Step 4 STD,Endpt_A Step 5 Mean,Endpt_A Step 5 Max,Endpt_A Step 5 Min,Endpt_A Step 5 STD,He_Press Step 4 Mean,He_Press Step 4 Max,He_Press Step 4 Min,He_Press Step 4 STD,He_Press Step 5 Mean,He_Press Step 5 Max,He_Press Step 5 Min,He_Press Step 5 STD,Pressure Step 4 Mean,Pressure Step 4 Max,Pressure Step 4 Min,Pressure Step 4 STD,Pressure Step 5 Mean,Pressure Step 5 Max,Pressure Step 5 Min,Pressure Step 5 STD,RF_Tuner Step 4 Mean,RF_Tuner Step 4 Max,RF_Tuner Step 4 Min,RF_Tuner Step 4 STD,RF_Tuner Step 5 Mean,RF_Tuner Step 5 Max,RF_Tuner Step 5 Min,RF_Tuner Step 5 STD,RF_Load Step 4 Mean,RF_Load Step 4 Max,RF_Load Step 4 Min,RF_Load Step 4 STD,RF_Load Step 5 Mean,RF_Load Step 5 Max,RF_Load Step 5 Min,RF_Load Step 5 STD,RF_Phase_Err Step 4 Mean,RF_Phase_Err Step 4 Max,RF_Phase_Err Step 4 Min,RF_Phase_Err Step 4 STD,RF_Phase_Err Step 5 Mean,RF_Phase_Err Step 5 Max,RF_Phase_Err Step 5 Min,RF_Phase_Err Step 5 STD,RF_Pwr Step 4 Mean,RF_Pwr Step 4 Max,RF_Pwr Step 4 Min,RF_Pwr Step 4 STD,RF_Pwr Step 5 Mean,RF_Pwr Step 5 Max,RF_Pwr Step 5 Min,RF_Pwr Step 5 STD,RF_Impedance Step 4 Mean,RF_Impedance Step 4 Max,RF_Impedance Step 4 Min,RF_Impedance Step 4 STD,RF_Impedance Step 5 Mean,RF_Impedance Step 5 Max,RF_Impedance Step 5 Min,RF_Impedance Step 5 STD,TCP_Tuner Step 4 Mean,TCP_Tuner Step 4 Max,TCP_Tuner Step 4 Min,TCP_Tuner Step 4 STD,TCP_Tuner Step 5 Mean,TCP_Tuner Step 5 Max,TCP_Tuner Step 5 Min,TCP_Tuner Step 5 STD,TCP_Phase_Err Step 4 Mean,TCP_Phase_Err Step 4 Max,TCP_Phase_Err Step 4 Min,TCP_Phase_Err Step 4 STD,TCP_Phase_Err Step 5 Mean,TCP_Phase_Err Step 5 Max,TCP_Phase_Err Step 5 Min,TCP_Phase_Err Step 5 STD,TCP_Impedance Step 4 Mean,TCP_Impedance Step 4 Max,TCP_Impedance Step 4 Min,TCP_Impedance Step 4 STD,TCP_Impedance Step 5 Mean,TCP_Impedance Step 5 Max,TCP_Impedance Step 5 Min,TCP_Impedance Step 5 STD,TCP_Top_Pwr Step 4 Mean,TCP_Top_Pwr Step 4 Max,TCP_Top_Pwr Step 4 Min,TCP_Top_Pwr Step 4 STD,TCP_Top_Pwr Step 5 Mean,TCP_Top_Pwr Step 5 Max,TCP_Top_Pwr Step 5 Min,TCP_Top_Pwr Step 5 STD,TCP_Rfl_Pwr Step 4 Mean,TCP_Rfl_Pwr Step 4 Max,TCP_Rfl_Pwr Step 4 Min,TCP_Rfl_Pwr Step 4 STD,TCP_Rfl_Pwr Step 5 Mean,TCP_Rfl_Pwr Step 5 Max,TCP_Rfl_Pwr Step 5 Min,TCP_Rfl_Pwr Step 5 STD,TCP_Load Step 4 Mean,TCP_Load Step 4 Max,TCP_Load Step 4 Min,TCP_Load Step 4 STD,TCP_Load Step 5 Mean,TCP_Load Step 5 Max,TCP_Load Step 5 Min,TCP_Load Step 5 STD,Vat_Valve Step 4 Mean,Vat_Valve Step 4 Max,Vat_Valve Step 4 Min,Vat_Valve Step 4 STD,Vat_Valve Step 5 Mean,Vat_Valve Step 5 Max,Vat_Valve Step 5 Min,Vat_Valve Step 5 STD,Label
751.53,752,751,0.50437,751.91,753,751,0.35432,753.06,754,751,0.76341,753.39,755,752,0.69508,133.04,138,129,1.8992,133.57,136,131,1.3385,0,0,0,0,0,0,0,0,2594.4,2980,924,614.89,1413.5,1717,886,326.67,100.74,102,99,0.79312,100.74,102,100,0.65803,1190.6,1262,1158,20.097,1187.3,1240,1176,12.182,9454.4,9542,9408,27,9465,9552,9407,34.654,9029,9081,8930,34.82,9007.1,9104,8944,39.713,-1302.2,912,-3316,966.31,-210.31,1141,-1959,951.16,27.66,30,26,1.0274,26.636,30,25,1.6922,16475,17076,15924,238.55,16602,17210,15894,347.34,19436,20138,19152,271.06,19820,20378,19108,399.52,-2.2979,1066,-969,440.78,-208.67,780,-767,393.07,16438,17016,15166,333.83,16527,16838,15940,226.7,349.79,360,339,5.0602,348.61,356,341,4.3353,0.38298,1,0,0.49137,0.14286,1,0,0.35857,27813,28020,27302,138.92,27292,27624,26872,174.24,49.404,50,49,0.49605,50.294,51,49,0.58787,0
751.57,752,751,0.50121,751.89,752,751,0.31988,753.15,756,750,0.96534,753.27,755,752,0.77662,133.28,136,130,1.4857,133.2,136,131,1.3226,0,0,0,0,0.021277,1,0,0.14586,2608.9,2973,932,609.78,1403.4,1711,875,321.08,100.65,102,99,0.67387,100.51,102,100,0.6314,1191.5,1262,1142,22.21,1187.5,1252,1176,12.556,9436.7,9492,9366,33.8,9477.5,9546,9426,37.872,9032,9117,8961,34.808,9002,9084,8922,44.577,-1326.5,892,-3135,841,-222.6,1261,-2096,796.66,28.239,31,27,1.0788,26.939,30,25,1.619,16496,17019,16107,188.94,16558,17188,15931,327.14,19425,20182,19054,273.7,19825,20470,19042,421.35,21.348,1254,-700,412.73,-120,802,-836,383.79,16641,17762,15716,346.71,16557,16886,16108,220.89,348.85,360,340,4.5605,348.96,359,342,4.7528,0.41304,1,0,0.49782,0.14286,1,0,0.35857,27790,28088,27216,170.93,27354,27558,26974,187.8,49.283,50,49,0.45524,50.059,51,49,0.42875,0
751.54,752,751,0.50361,751.87,753,751,0.39748,753.17,754,752,0.67674,753.4,755,752,0.72843,133.33,136,126,2.0337,133.46,136,131,1.5012,0.021739,1,0,0.14744,0,0,0,0,2607.8,2982,928,605.09,1392.6,1705,871,319.14,100.65,102,99,0.73688,100.76,102,99,0.82075,1190.8,1265,1140,22.751,1187.9,1256,1176,12.706,9472.9,9539,9419,30.782,9468.3,9530,9421,30.532,9021.7,9072,8936,30.432,9003.8,9140,8931,43.328,-1331.2,1132,-3317,961.63,-714,1042,-2069,782.26,27.13,30,26,1.2039,27.188,30,25,1.4466,16686,17173,16241,220,16617,17099,16018,312.64,19442,20328,19148,271.12,19834,20418,19036,389.61,119.63,1344,-1025,527.33,-54.731,882,-821,413.41,16552,17592,16044,289.96,16525,16840,16070,239.36,349.33,360,341,5.1599,350.45,361,342,4.5641,0.30435,1,0,0.46522,0.15,1,0,0.36635,27796,27974,27240,161.81,27296,27564,26970,190.09,49.87,50,49,0.3405,50.438,51,49,0.62915,0
751.6,752,751,0.49543,751.94,753,751,0.3106,753.22,755,751,0.79455,753.22,754,752,0.62133,133.2,136,130,1.5609,133.6,136,131,1.3619,0,0,0,0,0.066667,1,0,0.25226,2598.7,2960,917,604.44,1386.8,1706,872,322.07,100.44,102,99,0.65905,100.76,102,100,0.76748,1190.5,1264,1142,22.398,1187.2,1248,1178,12.046,9470.2,9521,9412,30.358,9476.7,9539,9424,31.517,9028,9119,8934,38.274,9003.7,9069,8936,35.114,-1145.8,1227,-2912,884.36,-282.3,1131,-2338,1007.3,27.178,30,25,1.4188,26.871,30,25,1.6071,16722,17128,16292,213,16656,17150,16146,297.55,19385,20178,19060,294.62,19836,20438,19022,389.65,26.111,1666,-940,563,-111.32,996,-707,405.25,16551,17122,15460,384.37,16521,16962,15974,300.28,349.29,358,341,4.7703,349.86,357,342,4.7569,0.33333,1,0,0.47673,0.10526,1,0,0.3153,27803,28016,27266,161.8,27300,27576,26972,198.74,49.844,50,49,0.36653,50.467,51,49,0.63994,0
751.6,752,751,0.49543,751.88,753,751,0.38195,753.24,756,751,0.88306,753.33,754,752,0.55482,133.6,136,126,1.9117,133.36,136,131,1.3582,0,0,0,0,0,0,0,0,2595,2963,919,614.05,1387.1,1708,875,322.1,100.64,102,100,0.64511,100.78,102,100,0.79095,1190.8,1262,1138,22.738,1188.3,1256,1175,13.494,9461.4,9540,9387,33.333,9474.1,9539,9405,36.399,9027,9096,8960,34.4,9002.8,9110,8931,42.477,-1188.5,998,-2874,919.43,-467.39,797,-2125,886.82,27.778,30,26,1.1259,27.323,30,25,1.5788,16583,17143,16100,220.27,16568,17125,15826,354.57,19431,20116,19142,252.76,19852,20288,19078,340.36,-107.78,740,-1004,359.88,-141.48,994,-842,484.6,16567,17752,15920,341.22,16567,16900,16036,237.22,350.76,359,341,4.6863,347.95,356,341,3.6807,0.28889,1,0,0.45837,0.052632,1,0,0.22942,27806,28126,27214,175.11,27286,27572,26952,178.74,49.333,50,49,0.47673,50.2,51,49,0.56061,0
751.62,752,751,0.49031,751.84,753,751,0.41821,753.18,756,752,0.83364,753.33,755,752,0.68883,132.82,137,126,2.1029,133.53,135,131,1.1768,0.044444,1,0,0.20841,0.044444,1,0,0.20841,2602.3,2967,911,604.4,1388.1,1712,877,323.52,100.33,102,99,0.56408,100.37,101,99,0.53647,1191.1,1263,1150,21.535,1188.4,1251,1177,13.749,9443.9,9511,9396,29.478,9467.8,9583,9368,50.854,9016.9,9123,8939,38.825,9003.2,9126,8916,48.85,-926.29,1704,-2612,939.05,-183.24,1396,-1817,821.07,28.156,31,27,1.1273,27.097,30,24,1.7768,16440,17124,15815,258.81,16547,17103,15850,313.35,19430,20364,19044,307.73,19862,20432,19032,385.45,-10.711,1208,-1271,476.43,-112.56,902,-794,494.15,16575,17134,15286,351.34,16507,16876,15898,290.76,349.51,359,340,4.0655,349.57,360,341,4.6105,0.31111,1,0,0.46818,0.10526,1,0,0.3153,27805,28016,27334,176.74,27333,27564,27030,147.95,49.778,50,49,0.42044,50.133,51,49,0.63994,0
751.54,753,751,0.54596,751.87,752,751,0.34464,753.11,755,752,0.60473,753.26,754,752,0.69429,133.07,137,129,2.0045,133.15,135,131,1.2026,0,0,0,0,0,0,0,0,2595.5,2957,913,588.13,1389.7,1701,877,320.86,100.83,102,100,0.76896,100.69,102,100,0.68032,1190,1262,1152,20.274,1187.7,1239,1176,11.68,9492.2,9550,9442,27.092,9451.7,9546,9373,46.078,9015.8,9094,8952,34.816,9024.2,9109,8966,31.609,-1420.2,800,-3049,854.98,-208.74,1114,-2154,933.55,26.957,29,26,0.89335,27.063,30,24,1.3898,16720,17147,16163,209.53,16608,17502,15740,312.46,19396,20170,19050,297.85,19848,20474,19106,400.16,15.326,2610,-1251,580.53,-174.58,1094,-845,494.07,16608,17204,15090,382.2,16484,17028,15744,279.62,349.57,360,337,4.6793,349.5,359,342,4.7983,0.32609,2,0,0.51873,0.15,1,0,0.36635,27817,28034,27296,164.55,27309,27580,26978,166.5,49.326,50,49,0.47396,50.125,51,49,0.5,0
751.63,752,751,0.48802,751.85,752,751,0.36432,753.26,756,752,0.80097,753.46,755,751,0.86213,133.76,136,131,1.196,133.4,136,131,1.2504,0,0,0,0,0,0,0,0,2589,2955,918,606.14,1385.7,1696,865,319.44,100.43,102,99,0.74988,100.81,102,100,0.80359,1191.2,1261,1139,22.447,1188.1,1253,1176,12.481,9478,9544,9431,29.176,9462.2,9558,9374,48.532,9031.4,9096,8965,30.618,9005.1,9085,8958,36.273,-1168.7,830,-3171,797.54,-220.79,1273,-1553,823.39,26.87,29,26,1.0458,27.063,30,24,1.4797,16774,17293,16370,220.9,16551,17455,15797,330.57,19438,20324,19140,269.31,19851,20374,19108,401.59,44.457,976,-781,396.85,-1.1154,1270,-903,523.21,16534,17524,15606,357.2,16560,16928,16000,199.57,348.09,357,338,4.6467,349.09,357,343,4.0814,0.19565,1,0,0.40109,0.05,1,0,0.22361,27818,27996,27236,167.73,27293,27564,26946,187.28,49.304,50,49,0.46522,50.063,51,49,0.44253,0
751.49,752,751,0.50553,751.84,753,751,0.41821,753.11,755,749,1.0493,753.27,755,752,0.67006,133.04,138,128,1.8944,133.06,136,131,1.3254,0,0,0,0,0,0,0,0,2576.2,2935,912,613.21,1378.4,1704,868,321.85,100.84,102,100,0.73718,100.68,102,100,0.75627,1191.5,1266,1141,22.959,1187.5,1256,1180,12.841,9484.4,9541,9424,32.93,9463,9582,9393,42.4,9022.2,9108,8960,33.109,9015.8,9092,8954,36.245,-1410.2,1288,-3009,857.25,-277.85,1200,-2235,966.61,26.889,30,26,1.1124,26.968,30,24,1.8883,16728,17133,16368,201.03,16647,17367,16096,332.68,19411,20268,19054,298.77,19834,20438,19090,367.36,-46.578,1400,-847,473.65,-158.28,822,-959,404.34,16669,17678,15888,325.28,16586,17130,16124,242.66,349.18,361,341,4.6529,350.19,361,343,4.366,0.35556,1,0,0.48409,0.052632,1,0,0.22942,27830,28314,27200,190.04,27291,27498,26950,160.61,49.867,50,49,0.34378,50.2,51,49,0.56061,0
751.53,752,750,0.54578,751.81,752,751,0.39796,753.26,756,752,0.76522,753.4,755,752,0.63888,133.02,138,127,1.9615,133.33,136,131,1.4041,0.021277,1,0,0.14586,0,0,0,0,2563,2943,925,618.56,1389.4,1699,867,322.96,100.7,102,99,0.71975,100.79,102,100,0.71689,1190.8,1264,1148,21.834,1188,1252,1175,13.497,9453.4,9510,9416,26.254,9456.3,9535,9381,37.722,9032.1,9123,8968,30.339,9002.6,9120,8924,46.139,-1341,1246,-2887,879.04,-468.29,1164,-1975,875.44,27.745,30,27,0.96612,27.344,30,24,1.4725,16569,17020,16096,217.79,16593,17252,15799,299.66,19419,20206,19052,307.74,19817,20542,18990,403.24,-15.277,2030,-895,544.82,-193.81,746,-1126,424.69,16564,17024,16030,238.51,16522,16874,15914,244.46,347.91,358,341,4.4859,349.73,360,343,4.3335,0.29787,1,0,0.46227,0.15,1,0,0.36635,27805,28288,27292,191.98,27321,27518,26932,170.11,49.298,50,49,0.46227,50,51,49,0.36515,0
751.54,752,751,0.50361,751.79,752,751,0.41238,753.39,755,751,0.88137,753.4,755,752,0.72843,133.17,136,126,1.9471,133.31,136,131,1.3862,0,0,0,0,0.086957,1,0,0.28488,2580.6,2933,907,599.61,1387,1700,870,322.84,100.63,102,99,0.79885,100.71,102,99,0.80504,1190.6,1262,1143,21.273,1187.7,1254,1177,12.288,9475.6,9532,9424,27.009,9480.2,9565,9420,42.07,9017.3,9072,8967,31.621,8998.9,9087,8932,39.298,-1388.8,533,-2866,805.57,65.5,1270,-1949,833.53,27.543,30,27,0.95932,27.281,31,25,1.5499,16651,17130,16068,256.68,16408,17290,15601,325.87,19404,20300,19062,272.3,19808,20580,19040,426.9,-33.761,1582,-1232,572.15,-121.23,888,-760,419.64,16578,17454,15484,366.53,16559,16960,15896,280.26,349.98,361,338,5.2514,348.23,361,342,4.2531,0.23913,1,0,0.43127,0.15,1,0,0.36635,27804,27970,27316,163.75,27308,27496,26994,155.33,49.304,50,49,0.46522,50,51,49,0.5164,0
751.49,752,750,0.54864,751.75,752,751,0.44014,753.13,755,752,0.81464,753.39,754,752,0.63954,133.11,137,129,1.8976,133.06,136,131,1.4356,0,0,0,0,0.022222,1,0,0.14907,2576.8,2941,904,595.89,1380.2,1702,864,324.38,100.69,102,100,0.70137,100.76,102,100,0.79939,1190.8,1262,1154,20.351,1188,1246,1178,12.541,9467.6,9527,9411,28.642,9479.4,9544,9427,33.368,9028.5,9092,8952,34.577,8997.1,9091,8897,43.118,-1461.5,887,-3299,868.84,-93.121,1232,-2399,959.85,27.356,30,26,1.1313,27.516,30,26,1.2075,16674,17367,16005,255.55,16399,16852,15837,260.43,19413,20162,19052,289.62,19861,20370,19056,397.9,30,2058,-814,594.31,-144.8,748,-774,356.27,16499,17058,14932,394.53,16571,16982,15904,258.26,350.51,361,340,5.6674,349.48,356,345,2.9089,0.24444,3,0,0.57031,0.15789,1,0,0.37463,27800,28018,27300,148.92,27300,27554,27052,152.33,49.333,50,49,0.47673,49.933,51,49,0.45774,0
751.42,752,751,0.49949,751.83,753,751,0.43028,753.13,756,749,0.96766,753.2,754,751,0.75593,133.09,137,130,1.6352,133.06,136,131,1.4203,0,0,0,0,0,0,0,0,2570,2936,906,619.16,1382.3,1690,858,322.16,100.82,102,99,0.83364,100.6,102,99,0.76699,1191.2,1261,1143,21.855,1187.3,1253,1176,12.439,9457,9516,9398,31.127,9463.6,9553,9408,36.367,9027.5,9101,8953,33.877,8993.8,9107,8920,43.362,-1186.7,1369,-2872,899.97,-334.59,1060,-1748,740.8,27.844,30,27,0.99899,27.313,30,25,1.5951,16507,16992,16094,225.04,16482,17279,15790,329.4,19420,20186,19050,285.66,19818,20458,18958,413.49,-83.8,1274,-978,470.53,-156.08,632,-747,366.48,16638,17722,15956,322.8,16556,16868,15918,261.29,348.98,361,338,5.5247,350.68,360,343,4.5186,0.2,1,0,0.40452,0.05,1,0,0.22361,27817,28012,27290,179.01,27325,27496,26970,170.44,49.267,50,49,0.44721,50,51,49,0.36515,0
751.49,752,751,0.50529,751.79,752,751,0.41238,753.19,755,751,0.9002,753.28,755,751,0.7835,132.74,137,124,2.3356,133.38,135,131,1.2484,0.042553,1,0,0.20403,0.021739,1,0,0.14744,2547,2914,922,617.53,1380.1,1689,856,322.31,100.62,102,99,0.79545,100.69,102,99,0.7486,1191.4,1271,1154,22.744,1188.2,1256,1175,13.71,9459.3,9516,9393,28.718,9462,9569,9398,43.104,9026.6,9127,8961,38.745,8982.6,9097,8911,44.347,-1267.3,1308,-3156,929.66,-761.12,784,-1994,834.32,27.702,30,26,1.0197,27.469,30,24,1.7777,16610,17080,16064,212.27,16538,17391,15904,334.01,19418,20160,19062,280.62,19820,20402,19034,421.27,16.894,2144,-967,562.17,6.1923,662,-645,403.1,16501,17052,15860,288.71,16506,16850,15950,242.82,349.49,358,338,5.0771,349.82,357,342,4.6047,0.25532,2,0,0.48759,0.15,1,0,0.36635,27792,28086,27236,179.96,27311,27498,27046,142.71,49.34,50,49,0.47898,50.063,51,49,0.44253,0
751.47,752,750,0.58775,751.78,752,751,0.41539,753.02,755,751,0.81153,753.24,754,752,0.6624,133.2,136,130,1.5609,133.04,135,131,1.2676,0,0,0,0,0.022222,1,0,0.14907,2567.1,2917,905,597.58,1370,1699,856,320.92,100.71,102,99,0.75745,100.83,102,100,0.73832,1190.1,1262,1154,20.973,1188.1,1243,1178,13.449,9473.8,9562,9427,31.362,9461.5,9538,9373,39.796,9022.1,9089,8943,32.236,9005.8,9109,8933,44.017,-1260.5,1053,-3055,907.1,-292.73,1368,-1813,981.89,27.4,30,26,1.1947,27.258,30,25,1.4368,16733,17255,16200,213.25,16551,17149,15829,318.81,19409,20172,19052,291.84,19861,20514,19088,394.3,103.56,1788,-1215,569.95,-71.28,1456,-934,610.3,16484,16980,14992,365,16515,17078,16022,253.15,349.31,360,336,5.0804,349.43,359,343,4.3425,0.28889,1,0,0.45837,0,0,0,0,27810,28010,27242,165.62,27270,27566,27014,147.02,49.422,50,49,0.49949,50,51,49,0.37796,0
751.59,752,751,0.49782,751.86,752,751,0.34754,753.13,755,751,0.77771,753.22,755,751,0.77097,133.67,138,128,1.9213,133.21,135,131,1.3011,0.021739,1,0,0.14744,0.17778,1,0,0.38665,2538.6,2929,913,628.76,1377.2,1700,861,326.25,100.54,102,100,0.68982,100.98,102,100,0.79018,1191.6,1264,1144,22.295,1187.9,1258,1179,13.999,9479.8,9561,9415,32.865,9480.9,9562,9421,39.755,9020.7,9111,8926,38.313,8985.5,9077,8897,49.465,-1373.9,1059,-3168,922.93,-15.182,1003,-1988,798.68,27.087,30,26,1.0714,27.419,30,26,1.2322,16721,17225,16352,214.8,16358,16881,15769,273.89,19436,20308,19054,314.76,19855,20452,19170,363.72,-30.717,1272,-718,410.58,-131,1210,-978,519.44,16624,17914,15846,354.41,16495,16872,16168,200.13,348.7,361,340,5.0415,349.9,360,342,5.5309,0.34783,1,0,0.48154,0.15789,1,0,0.37463,27812,28326,27274,200.71,27326,27500,27028,130.85,49.565,50,49,0.50121,50.133,51,49,0.5164,0
751.52,752,751,0.50505,751.81,752,751,0.39796,753.04,755,751,0.78758,753.3,755,752,0.7354,133.52,136,130,1.5739,133.42,136,131,1.2688,0,0,0,0,0.021739,1,0,0.14744,767.26,870,328,170.45,451.82,549,292,100.25,100.78,102,99,0.81413,100.57,102,99,0.76963,1233.7,1308,1197,21.481,1230.9,1309,1206,14.685,9381.5,9433,9330,28.354,9383.2,9461,9328,36.004,8994.2,9056,8947,26.906,8984.4,9074,8920,33.312,-664.5,565,-2075,654.69,-218.26,1393,-2397,1151.6,28.283,29,27,0.54418,27.25,31,25,1.524,16557,17425,16148,250.05,16589,16993,15851,272.86,19308,20176,19130,249.12,19667,20246,19030,400.98,188.61,1756,-597,521.28,-124.96,574,-876,394.25,16509,16994,15600,278.23,16512,17042,16102,243.91,349.78,359,343,4.1415,352,360,342,4.8697,0.28261,1,0,0.45524,0,0,0,0,28256,28384,27622,175.83,27721,27876,27340,169.27,49.174,51,49,0.48554,50.563,51,49,0.62915,0
751.61,753,751,0.53658,751.85,753,751,0.41466,753.13,755,752,0.74859,753.42,754,752,0.53795,133.61,137,130,1.6797,133.67,136,131,1.3101,0,0,0,0,0.021739,1,0,0.14744,776.37,888,318,175.52,453.39,553,288,101.05,100.67,102,99,0.89578,100.81,102,100,0.7067,1233.2,1316,1188,23.241,1230.8,1302,1215,13.343,9409.8,9495,9336,32.414,9397,9497,9336,39.501,8990.8,9063,8906,30.477,8988,9103,8921,39.042,-1161.1,1017,-2870,852.4,-167.94,1146,-2015,1075.9,28.5,31,27,1.1106,27.063,30,25,1.4577,16490,17128,15801,275.49,16736,17219,15890,330.27,19296,20146,19110,247.4,19672,20272,19058,394.84,79.065,1294,-773,467.1,-103.69,632,-714,363.59,16531,17134,15682,254.81,16435,16892,15942,239.59,350.04,361,341,5.5255,348.91,361,342,5.4851,0.21739,1,0,0.41703,0.1,1,0,0.30779,28246,28372,27632,190.79,27690,27852,27344,189.95,49.152,51,49,0.46986,50.563,51,49,0.72744,0
751.51,752,751,0.50529,751.71,752,751,0.45747,753.13,754,752,0.67942,753.22,755,751,0.76372,133.21,136,127,1.7685,133.38,136,131,1.4086,0,0,0,0,0,0,0,0,773.83,896,314,182.48,453.91,547,290,103.3,100.66,102,99,0.66844,100.67,102,100,0.6502,1233.4,1305,1186,21.315,1231,1288,1215,13.434,9434.1,9483,9379,26.785,9419.8,9506,9364,38.599,8983.1,9072,8911,32.099,8979.2,9056,8928,31.896,-1030.4,895,-2279,730.96,-184.09,1307,-2437,1089.9,28.106,30,27,1.0265,27.656,31,25,1.8247,16676,17245,15974,254.06,16644,17395,15953,374.45,19301,20104,19120,257.82,19662,20230,19060,425.54,48.426,1554,-852,561.15,-49.885,792,-771,420.48,16579,16914,16198,197.15,16518,16890,16068,239.95,348.11,361,337,5.557,350.05,361,343,4.6545,0.31915,1,0,0.47119,0.15,1,0,0.36635,28237,28376,27550,193.52,27676,27910,27300,166.98,49.17,51,49,0.43335,49.938,51,49,0.44253,0
751.63,753,750,0.56962,751.85,753,751,0.4112,752.88,754,751,0.86603,753.29,755,752,0.70126,133.38,137,131,1.5929,133.92,136,131,1.2884,0,0,0,0,0.021277,1,0,0.14586,779.56,899,313,181.81,456.62,551,292,102.31,100.46,102,99,0.71335,100.79,102,99,0.77331,1233.1,1312,1187,20.801,1230.9,1284,1209,13.064,9418.1,9509,9378,29.375,9417.6,9486,9353,35.742,9007.7,9073,8932,30.154,8977,9105,8910,41.59,-765.52,1772,-2313,807.7,-631.91,1124,-2389,1076.6,28.083,31,27,0.91868,27.606,31,25,1.8017,16650,17271,15832,291.1,16613,17344,15807,389.82,19309,20076,19110,269.07,19650,20264,19082,416.79,44.708,2714,-958,638.78,-35.074,1006,-861,424.11,16552,17114,14880,372.17,16491,16970,16188,201.41,349.71,360,339,5.1238,349.48,359,342,4.8135,0.22917,1,0,0.42474,0.047619,1,0,0.21822,28215,28398,27614,200.04,27710,28114,27306,195.26,49.146,51,49,0.41203,49.882,51,49,0.48507,0
751.65,752,751,0.48154,751.83,752,751,0.382,753.26,754,752,0.57483,753.2,755,752,0.67006,133.3,137,129,1.6312,133.52,136,131,1.3207,0.021739,1,0,0.14744,0.021739,1,0,0.14744,792.54,900,313,171.87,456.7,554,293,102.9,100.59,102,99,0.71728,100.64,102,99,0.69217,1231.7,1298,1182,19.382,1230.6,1291,1220,12.001,9445.5,9517,9389,31.153,9417.5,9504,9349,40.681,8992.4,9063,8935,30.247,8982.8,9065,8919,36.088,-930.96,682,-2582,831.28,-258.88,952,-2552,1021.2,28.457,31,27,1.0895,28.031,31,26,1.636,16586,17077,15990,256.41,16535,17114,15852,300.72,19285,20038,19112,236.72,19662,20236,19026,412.4,-106.33,1932,-1248,541.66,-113.08,1020,-712,405.7,16610,17128,16098,236.76,16520,16924,16086,203,349.74,360,340,4.8873,350.73,361,344,4.9395,0.21739,1,0,0.41703,0.05,1,0,0.22361,28241,28580,27550,191.44,27661,27848,27342,186.28,49.13,51,48,0.45258,49.875,51,49,0.5,0
751.63,752,751,0.48802,751.75,752,751,0.43724,753.13,755,752,0.71829,753.24,755,752,0.716,133.35,136,130,1.4639,133.29,136,131,1.4286,0.021739,1,0,0.14744,0,0,0,0,793.07,900,318,170.28,457.68,556,293,104.05,100.59,102,99,0.71728,100.81,102,100,0.63392,1231.7,1292,1186,18.273,1230.3,1282,1220,11.945,9445.9,9520,9386,33.993,9424.4,9519,9360,35.532,8994.4,9065,8932,33.443,8992,9086,8923,37.159,-1289.2,1809,-2770,998.78,-287.91,1049,-1915,1026.4,28.652,31,27,1.0795,27.781,31,24,1.9957,16595,17149,16039,277,16593,17296,15874,406.85,19306,20066,19114,229.29,19678,20324,19048,418.25,75.435,2028,-1227,587.92,-86.731,914,-702,440.77,16486,17026,15908,249.36,16486,16858,16068,217.88,349.98,364,342,4.8556,347.91,356,340,3.9389,0.26087,1,0,0.44396,0.05,1,0,0.22361,28228,28582,27564,183.89,27673,27852,27270,192.87,49.109,51,48,0.4335,49.875,51,49,0.5,0
